Student_ID,Date,Attendance_Status,Subject
S00124,2025-02-05,Present,Software Engineering Lab
S00003,2024-07-27,left early,Artificial Intelligence Lab
S00094,2024-11-11,excused,Database Management Systems
S00074,2024-09-04,left early,Artificial Intelligence Lab
S00018,2024-11-17,absnt,Mathematics for Computing
S00047,2025-01-02,Present,Database Management Systems
S00061,2024-06-19,excused,Mathematics for Computing
S00120,2024-03-21,PRESENT ,Computer Networks
S00088,2024-11-04,left early,Artificial Intelligence Lab
S00077,2024-09-11,Present,Software Engineering Lab
S00047,2025-02-04,excused,Database Management Systems
S00019,2024-05-27,PRESENT ,Artificial Intelligence Lab
S00019,2024-08-21,PRESENT ,Database Management Systems
S00039,2024-04-16,Absent,Mathematics for Computing
S00132,2024-12-01,absnt,Artificial Intelligence Lab
S00087,2024-12-14,left early,Database Management Systems
S00080,2024-07-24,left early,Computer Networks
S00026,2025-03-02,absnt,Operating Systems
S00025,2024-10-21,PRESENT ,Computer Networks
S00073,2024-12-22,Absent,Machine Learning
S00042,2024-09-03,excused,Mathematics for Computing
S00001,2024-05-15,Absent,Software Engineering Lab
S00127,2024-10-28,Late,Artificial Intelligence Lab
S00046,2024-09-04,Late,Database Management Systems
S00022,2025-02-14,PRESENT ,Database Management Systems
S00040,2024-03-28, late,Operating Systems
S00090,2024-05-31,left early,Computer Networks
S00085,2024-05-12,excused,Machine Learning
S00054,2024-11-02,Absent,Database Management Systems
S00133,2024-08-30,PRESENT ,Database Management Systems
S00008,2024-06-03,Late,Mathematics for Computing
S00088,2024-11-29,left early,Operating Systems
S00130,2025-02-06, late,Mathematics for Computing
S00071,2025-01-13, late,Software Engineering Lab
S00059,2024-12-05,absnt,Mathematics for Computing
S00056,2024-07-06,Present,Machine Learning
S00096,2024-06-30,absnt,Mathematics for Computing
S00141,2024-05-23,Absent,Operating Systems
S00001,2024-12-25,PRESENT ,Mathematics for Computing
S00103,2024-09-23,PRESENT ,Mathematics for Computing
S00141,2024-03-13,Present,Database Management Systems
S00097,2024-06-12,excused,Operating Systems
S00028,2024-09-27,absnt,Database Management Systems
S00113,2024-05-23,PRESENT ,Database Management Systems
S00135,2024-12-27,Absent,Machine Learning
S00131,2024-04-14,Late,Artificial Intelligence Lab
S00117,2024-04-22,Absent,Software Engineering Lab
S00084,2024-12-02,excused,Mathematics for Computing
S00113,2024-12-29,PRESENT ,Operating Systems
S00070,2024-08-04,PRESENT ,Computer Networks
S00107,2024-07-03,Absent,Mathematics for Computing
S00103,2024-12-21, late,Artificial Intelligence Lab
S00082,2024-05-31,left early,Mathematics for Computing
S00008,2024-07-01,PRESENT ,Artificial Intelligence Lab
S00007,2025-01-20,PRESENT ,Software Engineering Lab
S00068,2024-03-27,absnt,Machine Learning
S00019,2024-11-28,Present,Computer Networks
S00098,2025-01-31,excused,Operating Systems
S00082,2024-07-05,PRESENT ,Database Management Systems
S00105,2024-09-30,left early,Mathematics for Computing
S00100,2024-06-19,Absent,Computer Networks
S00121,2024-04-29,left early,Software Engineering Lab
S00023,2025-01-04,excused,Computer Networks
S00021,2024-10-25,PRESENT ,Machine Learning
S00137,2024-06-29,left early,Operating Systems
S00098,2024-12-05,Present,Database Management Systems
S00014,2024-09-04,PRESENT ,Machine Learning
S00042,2025-02-23,Late,Artificial Intelligence Lab
S00143,2024-08-16,Late,Computer Networks
S00071,2024-08-13, late,Operating Systems
S00095,2024-05-05,Absent,Computer Networks
S00070,2024-04-14,Late,Database Management Systems
S00082,2024-12-02,left early,Database Management Systems
S00013,2024-03-21,Present,Database Management Systems
S00145,2024-11-20,Present,Software Engineering Lab
S00146,2024-12-20,Late,Machine Learning
S00066,2024-07-16,absnt,Software Engineering Lab
S00070,2025-02-12,Absent,Operating Systems
S00072,2025-01-20,left early,Computer Networks
S00096,2024-03-11, late,Artificial Intelligence Lab
S00116,2024-11-29,absnt,Machine Learning
S00064,2024-07-11,Absent,Computer Networks
S00034,2024-03-29,Absent,Computer Networks
S00083,2024-10-19,Late,Machine Learning
S00023,2025-01-29, late,Operating Systems
S00081,2024-07-11,absnt,Artificial Intelligence Lab
S00099,2025-02-11,absnt,Computer Networks
S00095,2025-02-10,Late,Machine Learning
S00108,2024-04-13,Absent,Computer Networks
S00112,2024-07-25,Late,Mathematics for Computing
S00036,2024-04-27,excused,Operating Systems
S00102,2024-08-03,Late,Mathematics for Computing
S00064,2024-10-31,left early,Database Management Systems
S00050,2024-08-03,excused,Computer Networks
S00103,2024-05-31,excused,Database Management Systems
S00061,2024-12-24,left early,Artificial Intelligence Lab
S00080,2024-03-10,Late,Mathematics for Computing
S00009,2024-03-19,PRESENT ,Software Engineering Lab
S00115,2024-04-12, late,Database Management Systems
S00004,2024-08-13,Late,Software Engineering Lab
S00040,2024-04-17,left early,Mathematics for Computing
S00099,2024-03-11,Absent,Software Engineering Lab
S00018,2024-10-22,left early,Operating Systems
S00046,2024-10-01,absnt,Artificial Intelligence Lab
S00098,2024-11-24,Present,Database Management Systems
S00136,2024-12-15,PRESENT ,Software Engineering Lab
S00048,2025-01-12,Present,Computer Networks
S00037,2025-01-08,Late,Mathematics for Computing
S00126,2024-03-18, late,Software Engineering Lab
S00108,2024-12-18, late,Operating Systems
S00109,2024-04-29,left early,Machine Learning
S00093,2024-11-25,excused,Operating Systems
S00016,2024-03-31,PRESENT ,Software Engineering Lab
S00108,2025-01-28,absnt,Artificial Intelligence Lab
S00014,2024-04-22,PRESENT ,Mathematics for Computing
S00050,2025-01-29,Present,Computer Networks
S00041,2024-06-17,left early,Software Engineering Lab
S00103,2024-12-22,Absent,Operating Systems
S00082,2024-12-13,Late,Artificial Intelligence Lab
S00027,2025-02-24,PRESENT ,Machine Learning
S00093,2024-04-08,left early,Computer Networks
S00045,2024-04-11,PRESENT ,Artificial Intelligence Lab
S00013,2024-07-08,Late,Computer Networks
S00127,2024-05-14,Late,Machine Learning
S00048,2024-11-17,left early,Software Engineering Lab
S00064,2024-12-16,absnt,Computer Networks
S00124,2025-01-21,Present,Computer Networks
S00063,2024-06-01,PRESENT ,Database Management Systems
S00141,2024-07-12,Present,Software Engineering Lab
S00078,2024-10-10, late,Artificial Intelligence Lab
S00123,2024-12-05,absnt,Computer Networks
S00145,2025-01-06,Absent,Database Management Systems
S00044,2024-05-29, late,Machine Learning
S00117,2024-08-24,Present,Artificial Intelligence Lab
S00086,2024-05-17,left early,Database Management Systems
S00065,2024-10-08,absnt,Software Engineering Lab
S00054,2024-05-06,Absent,Machine Learning
S00097,2024-06-03,Present,Mathematics for Computing
S00117,2024-06-17,PRESENT ,Mathematics for Computing
S00146,2024-11-10, late,Artificial Intelligence Lab
S00117,2024-09-26,Late,Database Management Systems
S00144,2025-03-07, late,Operating Systems
S00135,2024-09-02,absnt,Mathematics for Computing
S00138,2024-07-25,Absent,Database Management Systems
S00026,2024-10-21,excused,Mathematics for Computing
S00031,2024-11-28,Late,Machine Learning
S00081,2024-12-02,excused,Software Engineering Lab
S00130,2024-07-26,absnt,Database Management Systems
S00044,2024-03-31,PRESENT ,Artificial Intelligence Lab
S00097,2024-09-25,Late,Operating Systems
S00122,2024-03-14,Present,Artificial Intelligence Lab
S00114,2024-03-31,Absent,Machine Learning
S00101,2025-01-26,excused,Artificial Intelligence Lab
S00054,2025-01-02,left early,Computer Networks
S00002,2024-10-08,Present,Machine Learning
S00127,2024-08-07, late,Operating Systems
S00130,2024-07-17,absnt,Database Management Systems
S00048,2024-11-13,Late,Operating Systems
S00118,2024-04-20,absnt,Computer Networks
S00073,2024-11-04,Present,Operating Systems
S00113,2024-05-25,left early,Artificial Intelligence Lab
S00100,2024-04-02,PRESENT ,Computer Networks
S00146,2025-01-16,Present,Machine Learning
S00139,2024-10-29,left early,Machine Learning
S00096,2024-05-11, late,Computer Networks
S00091,2024-04-30,Late,Computer Networks
S00092,2024-07-23,absnt,Computer Networks
S00016,2024-03-23,Present,Machine Learning
S00135,2024-12-18,left early,Computer Networks
S00026,2025-02-10,Absent,Machine Learning
S00033,2025-01-21, late,Computer Networks
S00149,2024-08-23,Absent,Artificial Intelligence Lab
S00097,2024-10-24,Late,Computer Networks
S00073,2024-06-15,excused,Operating Systems
S00107,2024-08-28,excused,Mathematics for Computing
S00002,2024-12-24,Late,Computer Networks
S00114,2024-09-07,excused,Operating Systems
S00065,2024-08-12,Late,Artificial Intelligence Lab
S00105,2025-02-24,excused,Database Management Systems
S00042,2024-07-26,Present,Operating Systems
S00147,2024-05-11,left early,Operating Systems
S00019,2024-12-07,PRESENT ,Artificial Intelligence Lab
S00033,2025-01-11,Late,Software Engineering Lab
S00049,2024-08-25,Present,Machine Learning
S00053,2024-11-20,absnt,Operating Systems
S00146,2024-12-31,Late,Database Management Systems
S00082,2024-11-24,PRESENT ,Operating Systems
S00114,2024-06-18,left early,Machine Learning
S00108,2024-11-12,left early,Artificial Intelligence Lab
S00076,2024-09-05,Late,Artificial Intelligence Lab
S00062,2024-07-13,Absent,Operating Systems
S00065,2024-09-09,Absent,Machine Learning
S00037,2024-07-11,PRESENT ,Mathematics for Computing
S00103,2024-08-21,left early,Computer Networks
S00092,2024-03-23,excused,Database Management Systems
S00113,2025-01-29,PRESENT ,Operating Systems
S00040,2024-04-01,Absent,Software Engineering Lab
S00011,2024-06-29,Present,Operating Systems
S00012,2024-05-05,Late,Database Management Systems
S00057,2024-09-24,absnt,Software Engineering Lab
S00147,2024-09-12,excused,Operating Systems
S00050,2024-04-17,Late,Artificial Intelligence Lab
S00119,2024-07-15, late,Artificial Intelligence Lab
S00036,2024-03-14,Late,Artificial Intelligence Lab
S00117,2024-07-17,Present,Artificial Intelligence Lab
S00057,2024-04-10, late,Mathematics for Computing
S00101,2024-07-25,Absent,Computer Networks
S00134,2025-02-06,excused,Machine Learning
S00093,2024-11-03,left early,Machine Learning
S00054,2024-04-17,absnt,Artificial Intelligence Lab
S00004,2024-04-22, late,Artificial Intelligence Lab
S00049,2024-06-15,Late,Database Management Systems
S00054,2025-01-06, late,Computer Networks
S00043,2025-01-23,excused,Operating Systems
S00109,2024-11-16, late,Computer Networks
S00111,2024-06-11,absnt,Mathematics for Computing
S00060,2025-03-05,absnt,Machine Learning
S00120,2024-07-10, late,Software Engineering Lab
S00010,2025-01-03, late,Artificial Intelligence Lab
S00023,2024-12-08,excused,Artificial Intelligence Lab
S00043,2024-09-30,Present,Mathematics for Computing
S00068,2024-04-07,excused,Database Management Systems
S00034,2024-10-13,left early,Operating Systems
S00036,2024-12-16, late,Machine Learning
S00135,2024-11-22, late,Operating Systems
S00045,2024-04-19,Late,Software Engineering Lab
S00128,2025-01-26,excused,Computer Networks
S00074,2025-02-17, late,Computer Networks
S00143,2024-03-13, late,Database Management Systems
S00129,2024-12-16,Present,Software Engineering Lab
S00054,2024-07-03, late,Database Management Systems
S00133,2025-02-23, late,Database Management Systems
S00104,2024-07-03,Late,Artificial Intelligence Lab
S00110,2024-08-28, late,Computer Networks
S00010,2024-08-20,PRESENT ,Computer Networks
S00014,2024-11-12,Absent,Operating Systems
S00013,2024-04-23,Present,Computer Networks
S00034,2024-08-04,absnt,Computer Networks
S00145,2024-10-16, late,Computer Networks
S00029,2024-09-16,left early,Software Engineering Lab
S00036,2024-12-04,Absent,Mathematics for Computing
S00062,2024-06-22, late,Operating Systems
S00027,2024-11-06,left early,Mathematics for Computing
S00078,2024-03-13,excused,Operating Systems
S00125,2024-04-30, late,Machine Learning
S00017,2024-09-28, late,Operating Systems
S00122,2024-06-09,excused,Artificial Intelligence Lab
S00130,2024-09-30,absnt,Database Management Systems
S00095,2024-08-26,Present,Mathematics for Computing
S00086,2024-09-02,absnt,Software Engineering Lab
S00132,2024-12-20,absnt,Machine Learning
S00034,2024-07-23,Late,Mathematics for Computing
S00058,2024-04-25, late,Software Engineering Lab
S00077,2024-04-07,absnt,Operating Systems
S00002,2024-09-12,left early,Mathematics for Computing
S00016,2024-10-22,absnt,Operating Systems
S00068,2024-04-15, late,Computer Networks
S00073,2024-07-23,left early,Database Management Systems
S00084,2024-12-26,excused,Artificial Intelligence Lab
S00119,2024-10-19,left early,Machine Learning
S00036,2025-01-24, late,Operating Systems
S00112,2025-02-10, late,Database Management Systems
S00139,2024-11-02,PRESENT ,Mathematics for Computing
S00089,2024-06-20,PRESENT ,Artificial Intelligence Lab
S00011,2024-11-30,excused,Database Management Systems
S00049,2025-01-20,PRESENT ,Mathematics for Computing
S00045,2024-09-22, late,Database Management Systems
S00140,2024-11-17,excused,Operating Systems
S00087,2025-01-22,excused,Computer Networks
S00084,2024-11-06,excused,Machine Learning
S00004,2024-06-27,absnt,Mathematics for Computing
S00129,2024-12-05,absnt,Mathematics for Computing
S00053,2025-02-21,Late,Operating Systems
S00132,2024-11-05,left early,Database Management Systems
S00111,2024-11-09,Absent,Software Engineering Lab
S00116,2024-07-27,excused,Computer Networks
S00122,2024-07-17, late,Artificial Intelligence Lab
S00030,2025-01-02, late,Database Management Systems
S00122,2024-08-24,Absent,Operating Systems
S00099,2024-10-11,PRESENT ,Artificial Intelligence Lab
S00050,2024-11-11,excused,Machine Learning
S00146,2024-10-23,excused,Machine Learning
S00108,2024-09-02,Present,Database Management Systems
S00083,2024-04-06,excused,Database Management Systems
S00080,2024-04-06,absnt,Artificial Intelligence Lab
S00088,2024-06-05,Absent,Computer Networks
S00106,2024-12-13,absnt,Machine Learning
S00035,2025-02-15, late,Database Management Systems
S00039,2024-04-30,Absent,Database Management Systems
S00020,2024-07-05,Present,Machine Learning
S00089,2025-02-04,excused,Mathematics for Computing
S00020,2024-03-11,Late,Software Engineering Lab
S00098,2025-03-03,Absent,Software Engineering Lab
S00008,2024-08-20,Absent,Mathematics for Computing
S00088,2024-07-19,excused,Software Engineering Lab
S00045,2025-02-06,excused,Mathematics for Computing
S00087,2024-10-19,Late,Machine Learning
S00083,2024-07-26,left early,Artificial Intelligence Lab
S00114,2025-01-04,excused,Artificial Intelligence Lab
S00064,2024-03-16,Present,Machine Learning
S00121,2024-09-06,absnt,Computer Networks
S00143,2024-03-21,excused,Artificial Intelligence Lab
S00078,2025-01-03,Absent,Database Management Systems
S00082,2024-07-03,Absent,Mathematics for Computing
S00024,2024-08-21,PRESENT ,Machine Learning
S00039,2024-06-16, late,Machine Learning
S00066,2025-03-04,PRESENT ,Database Management Systems
S00032,2024-04-16,Absent,Artificial Intelligence Lab
S00028,2025-02-11,Present,Mathematics for Computing
S00141,2024-10-08,Late,Computer Networks
S00064,2024-04-30,absnt,Mathematics for Computing
S00108,2024-04-02,PRESENT ,Machine Learning
S00039,2025-02-20,excused,Software Engineering Lab
S00082,2024-06-18,PRESENT ,Software Engineering Lab
S00030,2024-09-16,PRESENT ,Software Engineering Lab
S00132,2024-04-28,PRESENT ,Artificial Intelligence Lab
S00057,2024-07-08,left early,Mathematics for Computing
S00119,2025-01-01,left early,Database Management Systems
S00104,2024-11-01, late,Operating Systems
S00069,2024-12-30,left early,Computer Networks
S00024,2024-05-22,excused,Operating Systems
S00074,2025-01-23,excused,Database Management Systems
S00084,2024-10-31,Absent,Machine Learning
S00001,2024-08-15,Absent,Operating Systems
S00042,2024-05-30,excused,Software Engineering Lab
S00113,2025-02-20,left early,Artificial Intelligence Lab
S00079,2024-10-04,Late,Computer Networks
S00045,2024-07-21,left early,Computer Networks
S00033,2024-05-30,absnt,Operating Systems
S00085,2025-01-16,Present,Operating Systems
S00113,2025-02-05,left early,Machine Learning
S00066,2024-10-04,Absent,Database Management Systems
S00011,2024-06-15,Late,Machine Learning
S00130,2025-02-18,Late,Database Management Systems
S00012,2025-01-31,Late,Artificial Intelligence Lab
S00130,2024-07-05,left early,Mathematics for Computing
